Id,Weekly_Sales
6_80_2013-05-31,14193.182436303374
6_80_2013-06-07,15973.702511721676
6_80_2013-06-14,14728.860594827389
6_80_2013-06-21,14315.258787648816
6_80_2013-06-28,14519.278779190377
6_80_2013-07-05,16036.033091754136
6_80_2013-07-12,14797.390895020484
6_80_2013-07-19,14630.525928510599
6_80_2013-07-26,14582.421149794376
6_81_2012-11-02,14215.567856696976
6_81_2012-11-09,14401.092358082133
6_81_2012-11-16,14183.81732907698
6_81_2012-11-23,16416.08320349942
6_81_2012-11-30,13707.12908390237
6_81_2012-12-07,14472.319124944628
6_81_2012-12-14,14339.8007290998
6_81_2012-12-21,15564.818795054915
6_81_2012-12-28,14323.551153704855
6_81_2013-01-04,14800.435941334552
6_81_2013-01-11,14721.307194511286
6_81_2013-01-18,14448.587660488609
6_81_2013-01-25,14268.559015795201
6_81_2013-02-01,15222.16637967223
6_81_2013-02-08,15027.775658912518
6_81_2013-02-15,14783.533661209429
6_81_2013-02-22,14226.839330333736
6_81_2013-03-01,15016.890707231629
6_81_2013-03-08,16016.733840062388
6_81_2013-03-15,17588.25223636267
6_81_2013-03-22,15504.41074611247
6_81_2013-03-29,14721.40607703626
6_81_2013-04-05,16959.59746361808
6_81_2013-04-12,16702.28821010655
6_81_2013-04-19,15845.699521820268
6_81_2013-04-26,15135.930070494906
6_81_2013-05-03,15955.896530296508
6_81_2013-05-10,15749.635912920596
6_81_2013-05-17,15737.345845993885
6_81_2013-05-24,16074.038548116994
6_81_2013-05-31,16022.997172343403
6_81_2013-06-07,17639.23062965445
6_81_2013-06-14,16646.398846694377
6_81_2013-06-21,16174.477128562645
6_81_2013-06-28,16265.43692094117
6_81_2013-07-05,18523.981668325454
6_81_2013-07-12,16455.697076818335
6_81_2013-07-19,16027.168605260707
6_81_2013-07-26,15476.307236310317
6_82_2012-11-02,18020.500568174906
6_82_2012-11-09,18880.135514988313
6_82_2012-11-16,18853.37271115538
6_82_2012-11-23,23046.493539453648
6_82_2012-11-30,22866.20660119418
6_82_2012-12-07,34934.83227645975
6_82_2012-12-14,42855.22207217269
6_82_2012-12-21,61970.554518342055
6_82_2012-12-28,39031.17789275837
6_82_2013-01-04,17698.635018369117
6_82_2013-01-11,16945.003846457766
6_82_2013-01-18,15990.595216188525
6_82_2013-01-25,15366.928283790956
6_82_2013-02-01,17114.909101942594
6_82_2013-02-08,17782.805970935748
6_82_2013-02-15,18952.518237237564
6_82_2013-02-22,17985.531217322306
6_82_2013-03-01,17749.26937523255
6_82_2013-03-08,18683.747066745724
6_82_2013-03-15,21635.3817346281
6_82_2013-03-22,19278.02004373938
6_82_2013-03-29,18391.48469589477
6_82_2013-04-05,20719.97597917016
6_82_2013-04-12,19979.70430303139
6_82_2013-04-19,18736.769191311247
6_82_2013-04-26,17681.222392672604
6_82_2013-05-03,18147.29758628252
6_82_2013-05-10,17899.522055348338
6_82_2013-05-17,18831.82209402983
6_82_2013-05-24,18955.645842264024
6_82_2013-05-31,20154.832076017305
6_82_2013-06-07,22307.12714117851
6_82_2013-06-14,21315.879902807683
6_82_2013-06-21,21412.66703427799
6_82_2013-06-28,21506.878765598154
6_82_2013-07-05,22558.41595290898
6_82_2013-07-12,21213.603293056913
6_82_2013-07-19,20777.987772642005
6_82_2013-07-26,19987.839953016795
6_83_2012-11-02,3225.7482128142756
6_83_2012-11-09,3613.9378932348654
6_83_2012-11-16,3625.432425503149
6_83_2012-11-23,3264.096211960772
6_83_2012-11-30,3207.95487257467
6_83_2012-12-07,3779.9197981305233
6_83_2012-12-14,3755.833734394995
6_83_2012-12-21,4541.446943480788
6_83_2012-12-28,3877.4505853110923
6_83_2013-01-04,4387.304912306289
6_83_2013-01-11,4396.4719124274025
6_83_2013-01-18,4472.498482897584
6_83_2013-01-25,4032.7632843810707
6_83_2013-02-01,4064.246364397861
6_83_2013-02-08,4348.451154727682
6_83_2013-02-15,4708.173453417546
6_83_2013-02-22,4453.983213070326
6_83_2013-03-01,4788.881102869608
6_83_2013-03-08,5041.238199518164
6_83_2013-03-15,5047.152889012373
6_83_2013-03-22,4404.17503667866
6_83_2013-03-29,4232.0193090740295
6_83_2013-04-05,5442.424994747654
6_83_2013-04-12,5012.342955909298
6_83_2013-04-19,4348.706530947495
6_83_2013-04-26,3527.0443443185613
6_83_2013-05-03,3815.803333227881
6_83_2013-05-10,3634.8608538505796
6_83_2013-05-17,3775.030332432494
6_83_2013-05-24,3784.9813439246
6_83_2013-05-31,3690.9822413775855
6_83_2013-06-07,4041.919714687602
6_83_2013-06-14,3692.198930623208
6_83_2013-06-21,3685.077195058555
6_83_2013-06-28,3680.234357708873
6_83_2013-07-05,4153.235524127168
6_83_2013-07-12,3658.077244460216
6_83_2013-07-19,3719.912939021674
6_83_2013-07-26,3798.419370859643
6_85_2012-11-02,1950.4191112004473
6_85_2012-11-09,1722.5194048211483
6_85_2012-11-16,1790.7414087297147
6_85_2012-11-23,1731.5318555008112
6_85_2012-11-30,1832.2281059610964
6_85_2012-12-07,3696.5142892147387
6_85_2012-12-14,5042.7226815260565
6_85_2012-12-21,6010.295253908115
6_85_2012-12-28,3504.058206795062
6_85_2013-01-04,2070.4840098897735
6_85_2013-01-11,2227.023902366957
6_85_2013-01-18,2219.5323398201012
6_85_2013-01-25,2159.6324984019307
6_85_2013-02-01,2034.49199935173
6_85_2013-02-08,1998.8458684356006
6_85_2013-02-15,2231.2563643651124
6_85_2013-02-22,2019.2611348260275
6_85_2013-03-01,1930.5560735028657
6_85_2013-03-08,1839.1466658897975
6_85_2013-03-15,2172.0056325214573
6_85_2013-03-22,2098.373301353023
6_85_2013-03-29,2072.1261370111947
6_85_2013-04-05,2221.944337898164
6_85_2013-04-12,2366.3573895678537
6_85_2013-04-19,2060.2528148388815
6_85_2013-04-26,1998.062763261983
6_85_2013-05-03,2814.412199536154
6_85_2013-05-10,2886.988818110295
6_85_2013-05-17,3005.8883228151244
6_85_2013-05-24,2676.717539405028
6_85_2013-05-31,2578.353869925631
6_85_2013-06-07,2464.462378411688
6_85_2013-06-14,2490.6699999725224
6_85_2013-06-21,2561.039377351358
6_85_2013-06-28,2526.2986318125636
6_85_2013-07-05,2708.4578658516375
6_85_2013-07-12,2405.815369494477
6_85_2013-07-19,2444.665810878464
6_85_2013-07-26,2279.6773278000314
6_87_2012-11-02,51100.695474670734
6_87_2012-11-09,52224.31981948216
6_87_2012-11-16,43745.86141461318
6_87_2012-11-23,42218.271172458364
6_87_2012-11-30,45756.736708963246
6_87_2012-12-07,51991.32697256217
6_87_2012-12-14,44622.747525762585
6_87_2012-12-21,43574.1086463159
6_87_2012-12-28,42441.52992843115
6_87_2013-01-04,47184.28303814852
6_87_2013-01-11,40233.31738292296
6_87_2013-01-18,40721.597259447815
6_87_2013-01-25,42946.786559362634
6_87_2013-02-01,52659.98605654203
6_87_2013-02-08,54596.320089063345
6_87_2013-02-15,51581.604059735524
6_87_2013-02-22,46918.60290569607
6_87_2013-03-01,52392.06075437582
6_87_2013-03-08,52118.08402352442
6_87_2013-03-15,45273.529311655766
6_87_2013-03-22,44319.84140094497
6_87_2013-03-29,43861.340879160656
6_87_2013-04-05,50462.369072870046
6_87_2013-04-12,44659.9324976972
6_87_2013-04-19,42806.74740677086
6_87_2013-04-26,42901.04664633288
6_87_2013-05-03,51755.61566077401
6_87_2013-05-10,51425.627550318626
6_87_2013-05-17,45418.74412207072
6_87_2013-05-24,43889.500710384666
6_87_2013-05-31,49110.56247201587
6_87_2013-06-07,51247.04315825002
6_87_2013-06-14,44427.10342981627
6_87_2013-06-21,44545.28834603511
6_87_2013-06-28,44767.62154127014
6_87_2013-07-05,51024.93388727805
6_87_2013-07-12,46562.48051992849
6_87_2013-07-19,44858.59913279234
6_87_2013-07-26,45265.65956399406
6_90_2012-11-02,54835.65459738928
6_90_2012-11-09,56125.11231906111
6_90_2012-11-16,58752.35057637337
6_90_2012-11-23,71463.94892099818
6_90_2012-11-30,60038.28439889126
6_90_2012-12-07,58334.32679613907
6_90_2012-12-14,62035.024728244636
6_90_2012-12-21,69604.82597398265
6_90_2012-12-28,65072.152726347485
6_90_2013-01-04,54762.66849386728
6_90_2013-01-11,54782.68670550296
6_90_2013-01-18,54469.49674435095
6_90_2013-01-25,50828.2567635067
6_90_2013-02-01,53249.502843929135
6_90_2013-02-08,55794.41368952828
6_90_2013-02-15,56177.90074236863
6_90_2013-02-22,53553.537270341796
6_90_2013-03-01,52541.849911329526
6_90_2013-03-08,55377.61462912988
6_90_2013-03-15,58964.160166820715
6_90_2013-03-22,54039.73653139287
6_90_2013-03-29,50493.942085894625
6_90_2013-04-05,56645.33336710094
6_90_2013-04-12,55608.96385660289
6_90_2013-04-19,53670.4078893152
6_90_2013-04-26,48560.47492935008
6_90_2013-05-03,51808.16848804941
6_90_2013-05-10,52811.70991263827
6_90_2013-05-17,52936.47763138299
6_90_2013-05-24,51450.8895285657
6_90_2013-05-31,52194.00232821513
6_90_2013-06-07,56788.64047137886
6_90_2013-06-14,55943.61364930662
6_90_2013-06-21,52802.50386316866
6_90_2013-06-28,51127.207882292416
6_90_2013-07-05,60019.58432246346
6_90_2013-07-12,56376.22506195786
6_90_2013-07-19,54796.58154610881
6_90_2013-07-26,51363.24963142636
6_91_2012-11-02,42069.59383281511
6_91_2012-11-09,46253.833572603486
6_91_2012-11-16,45836.493967415496
6_91_2012-11-23,45935.64689305796
6_91_2012-11-30,44027.120211032256
6_91_2012-12-07,46906.412186330024
6_91_2012-12-14,46579.15031335069
6_91_2012-12-21,49750.17246752675
6_91_2012-12-28,38810.97189727511
6_91_2013-01-04,47899.228772423
6_91_2013-01-11,47369.833460631286
6_91_2013-01-18,47631.962112513014
6_91_2013-01-25,43340.64034364818
6_91_2013-02-01,43892.79804123039
6_91_2013-02-08,48391.91975734768
6_91_2013-02-15,47739.485307584946
6_91_2013-02-22,44539.61867172071
6_91_2013-03-01,43484.222717469864
6_91_2013-03-08,47504.16822204669
6_91_2013-03-15,49207.55952908827
6_91_2013-03-22,44181.30005567721
6_91_2013-03-29,41820.58155066333
6_91_2013-04-05,47638.196378002285
6_91_2013-04-12,47438.900935582096
6_91_2013-04-19,47164.75930787397
6_91_2013-04-26,41576.25692454173
6_91_2013-05-03,44729.41049301234
6_91_2013-05-10,45731.20732417661
6_91_2013-05-17,45432.469494651334
6_91_2013-05-24,43567.23363419993
6_91_2013-05-31,43661.21870506465
6_91_2013-06-07,49652.052675194114
6_91_2013-06-14,47837.43080157002
6_91_2013-06-21,44666.659096021736
6_91_2013-06-28,43598.17666398237
6_91_2013-07-05,49781.29631326336
6_91_2013-07-12,48374.33205766612
6_91_2013-07-19,48070.43424047791
6_91_2013-07-26,42716.00868668229
6_92_2012-11-02,105405.06213262092
6_92_2012-11-09,117823.11485943249
6_92_2012-11-16,125598.71812608151
6_92_2012-11-23,144308.48478989388
6_92_2012-11-30,109176.94610280811
6_92_2012-12-07,108100.18318063115
6_92_2012-12-14,123211.5622578555
6_92_2012-12-21,127611.18336927002
6_92_2012-12-28,126265.94577574421
6_92_2013-01-04,102914.3623599221
6_92_2013-01-11,106657.0912041412
6_92_2013-01-18,103818.77508271564
6_92_2013-01-25,95906.43552493052
6_92_2013-02-01,102586.70344561063
6_92_2013-02-08,108484.35776940695
6_92_2013-02-15,107487.92075487474
6_92_2013-02-22,97047.98714237125
6_92_2013-03-01,101492.38280494766
6_92_2013-03-08,109112.45577667131
6_92_2013-03-15,110242.19963676398
6_92_2013-03-22,96533.48250089776
6_92_2013-03-29,93648.63497586752
6_92_2013-04-05,107033.31866202061
6_92_2013-04-12,105047.79556670209
6_92_2013-04-19,99344.24446686417
6_92_2013-04-26,92982.53628712286
6_92_2013-05-03,97607.45939648816
6_92_2013-05-10,100917.5704125753
6_92_2013-05-17,99815.27504767339
6_92_2013-05-24,95287.42858009548
6_92_2013-05-31,96310.82738274256
6_92_2013-06-07,106420.33993433234
6_92_2013-06-14,101760.79070658667
6_92_2013-06-21,98123.41077005667
6_92_2013-06-28,95740.61755992759
6_92_2013-07-05,108639.38784603491
6_92_2013-07-12,104571.28775725613
6_92_2013-07-19,101374.26975992763
6_92_2013-07-26,95950.10730627902
6_93_2012-11-02,41390.561650602904
6_93_2012-11-09,45154.89418669692
6_93_2012-11-16,45902.25047853457
6_93_2012-11-23,48020.969911466695
6_93_2012-11-30,39908.22097912879
6_93_2012-12-07,44745.24245824673
6_93_2012-12-14,45520.174448016354
6_93_2012-12-21,52059.735283629714
6_93_2012-12-28,44900.28959680283
6_93_2013-01-04,41322.89265696625
6_93_2013-01-11,41537.445915269716
6_93_2013-01-18,41242.81769210007
6_93_2013-01-25,37254.78098134977
6_93_2013-02-01,40656.92844585892
6_93_2013-02-08,43178.63701124945
6_93_2013-02-15,42700.565242480094
6_93_2013-02-22,38402.41934920755
6_93_2013-03-01,39889.91037217439
6_93_2013-03-08,43871.05927845393
6_93_2013-03-15,45435.53893297776
6_93_2013-03-22,39624.61271513828
6_93_2013-03-29,37829.863562034116
6_93_2013-04-05,45453.44744219378
6_93_2013-04-12,46533.21883549498
6_93_2013-04-19,42720.71151095342
6_93_2013-04-26,37845.443522823836
6_93_2013-05-03,41690.501402924456
6_93_2013-05-10,42276.55889413407
6_93_2013-05-17,42572.15733940609
6_93_2013-05-24,42404.68556269013
6_93_2013-05-31,42745.09588167661
6_93_2013-06-07,48720.572436076516
6_93_2013-06-14,46619.983933838615
6_93_2013-06-21,44191.84818375944
6_93_2013-06-28,43637.6680037665
6_93_2013-07-05,50848.04820873389
6_93_2013-07-12,46974.86621429717
6_93_2013-07-19,44728.44115297495
6_93_2013-07-26,41847.677051735154
6_94_2012-11-02,38267.58230188332
6_94_2012-11-09,40564.39848277748
6_94_2012-11-16,40422.120138620405
6_94_2012-11-23,43609.263814324535
6_94_2012-11-30,38667.05722296342
6_94_2012-12-07,39173.90098852878
6_94_2012-12-14,40297.50654473193
6_94_2012-12-21,45758.32798393541
6_94_2012-12-28,41259.143690172816
6_94_2013-01-04,39154.92225846722
6_94_2013-01-11,39821.97635344015
6_94_2013-01-18,44811.745396404316
6_94_2013-01-25,38491.13492971724
6_94_2013-02-01,39589.281143330896
6_94_2013-02-08,40824.68464565848
6_94_2013-02-15,44646.09289473544
6_94_2013-02-22,39215.72020429273
6_94_2013-03-01,38712.11311629912
6_94_2013-03-08,40389.80980634664
6_94_2013-03-15,44096.957306242024
6_94_2013-03-22,39713.22806679174
6_94_2013-03-29,38826.74408628509
6_94_2013-04-05,45224.00735954672
6_94_2013-04-12,46050.274341842494
6_94_2013-04-19,43481.86443618393
6_94_2013-04-26,41276.70288710817
6_94_2013-05-03,43830.478250510576
6_94_2013-05-10,45375.23354994777
6_94_2013-05-17,45074.073425347
6_94_2013-05-24,44619.406501197765
6_94_2013-05-31,44328.859098959365
6_94_2013-06-07,48658.21996505304
6_94_2013-06-14,45913.40527821096
6_94_2013-06-21,43753.85487411046
6_94_2013-06-28,45132.986475356825
6_94_2013-07-05,53055.50818266803
6_94_2013-07-12,45504.26721735553
6_94_2013-07-19,45073.46152319696
6_94_2013-07-26,44492.64026800278
6_95_2012-11-02,78518.5027159788
6_95_2012-11-09,83301.71178828787
6_95_2012-11-16,82354.54418714624
6_95_2012-11-23,87018.73766782464
6_95_2012-11-30,80978.33539588307
6_95_2012-12-07,85657.8127475127
6_95_2012-12-14,87198.26752387254
6_95_2012-12-21,92186.58542316363
6_95_2012-12-28,83983.06546747156
6_95_2013-01-04,79362.41094003303
6_95_2013-01-11,77249.25021566765
6_95_2013-01-18,77548.3400860953
6_95_2013-01-25,75799.41696704757
6_95_2013-02-01,86128.98374975967
6_95_2013-02-08,82988.43519219793
6_95_2013-02-15,80624.11109226468
6_95_2013-02-22,77478.86341146045
6_95_2013-03-01,87100.87477028299
6_95_2013-03-08,84830.80064597151
6_95_2013-03-15,95278.00672457927
6_95_2013-03-22,83959.70345726838
6_95_2013-03-29,86235.41543326386
6_95_2013-04-05,92056.13988292916
6_95_2013-04-12,92023.68793457888
6_95_2013-04-19,88151.99241291592
6_95_2013-04-26,88503.71818645019
6_95_2013-05-03,87000.40015276606
6_95_2013-05-10,84691.38870745082
6_95_2013-05-17,89828.93404749634
6_95_2013-05-24,96693.9724860773
6_95_2013-05-31,98093.37229437211
6_95_2013-06-07,106467.7590566762
6_95_2013-06-14,102436.58735702792
6_95_2013-06-21,100768.3565845275
6_95_2013-06-28,102071.17993542817
6_95_2013-07-05,113288.12937191012
6_95_2013-07-12,102185.29833705843
6_95_2013-07-19,100124.98231562898
6_95_2013-07-26,97358.91769796771
6_96_2012-11-02,28343.341013296536
6_96_2012-11-09,27992.69900266115
6_96_2012-11-16,27846.706698465183
6_96_2012-11-23,35469.62276560239
6_96_2012-11-30,28477.236399731933
6_96_2012-12-07,27978.345531028615
6_96_2012-12-14,28296.192072301583
6_96_2012-12-21,35617.74697912331
6_96_2012-12-28,34628.99275144889
6_96_2013-01-04,24337.4798439803
6_96_2013-01-11,24198.72197264571
6_96_2013-01-18,24543.43143412307
6_96_2013-01-25,24418.54954615077
6_96_2013-02-01,24814.444222323655
6_96_2013-02-08,25600.228929656143
6_96_2013-02-15,24707.451760352014
6_96_2013-02-22,25684.151098226273
6_96_2013-03-01,26312.26535388377
6_96_2013-03-08,26136.824235445354
6_96_2013-03-15,34498.3547226672
6_96_2013-03-22,28315.494876217104
6_96_2013-03-29,30065.21148100448
6_96_2013-04-05,33861.54074369878
6_96_2013-04-12,33834.91943269585
6_96_2013-04-19,31599.485639586805
6_96_2013-04-26,32458.6174073863
6_96_2013-05-03,31332.57231109722
6_96_2013-05-10,30095.966516883556
6_96_2013-05-17,30257.095756810406
6_96_2013-05-24,37828.76081102751
6_96_2013-05-31,37963.84818076284
6_96_2013-06-07,38727.88206280813
6_96_2013-06-14,35288.58323951031
6_96_2013-06-21,36106.561905384966
6_96_2013-06-28,37527.29587011361
6_96_2013-07-05,46269.2983752796
6_96_2013-07-12,34400.534155617075
6_96_2013-07-19,35280.25369537832
6_96_2013-07-26,33881.99970778682
6_97_2012-11-02,18292.914610597483
6_97_2012-11-09,21045.487021783778
6_97_2012-11-16,20207.151591593203
6_97_2012-11-23,20142.019430210694
6_97_2012-11-30,19041.221793608325
6_97_2012-12-07,21049.716144874714
6_97_2012-12-14,20651.125300082484
6_97_2012-12-21,22997.428877273782
6_97_2012-12-28,20208.001465580775
6_97_2013-01-04,19807.740926873077
6_97_2013-01-11,19231.388862961056
6_97_2013-01-18,19473.06551286394
6_97_2013-01-25,17594.848731477057
6_97_2013-02-01,19688.737162338795
6_97_2013-02-08,20174.255199095336
6_97_2013-02-15,19915.85308666016
6_97_2013-02-22,18409.753949005884
6_97_2013-03-01,19608.828759457836
6_97_2013-03-08,21078.073371486586
6_97_2013-03-15,23206.875119581637
6_97_2013-03-22,19540.463348861067
6_97_2013-03-29,18286.947700362398
6_97_2013-04-05,22299.704007962755
6_97_2013-04-12,21871.706037216874
6_97_2013-04-19,20341.665096569166
6_97_2013-04-26,18609.83229775544
6_97_2013-05-03,20006.280117367878
6_97_2013-05-10,19740.8799864859
6_97_2013-05-17,19770.371809120337
6_97_2013-05-24,20912.706693585482
6_97_2013-05-31,21560.5451294213
6_97_2013-06-07,23431.69404604831
6_97_2013-06-14,22659.107155539423
6_97_2013-06-21,21114.201944579814
6_97_2013-06-28,21410.81344539503
6_97_2013-07-05,25852.487629796564
6_97_2013-07-12,22761.827543064068
6_97_2013-07-19,21557.85687055473
6_97_2013-07-26,20130.296471503523
6_98_2012-11-02,10411.461469196705
6_98_2012-11-09,10153.419755918178
6_98_2012-11-16,11182.045101721356
6_98_2012-11-23,16171.353236018611
6_98_2012-11-30,11309.20063652214
6_98_2012-12-07,11433.508382736629
6_98_2012-12-14,14862.879082342448
6_98_2012-12-21,16273.647612600049
6_98_2012-12-28,12918.67019713429
6_98_2013-01-04,9048.310354828205
6_98_2013-01-11,9166.930559658042
6_98_2013-01-18,9632.660772855392
6_98_2013-01-25,9377.349918867909
6_98_2013-02-01,10159.145562894768
6_98_2013-02-08,11532.17809593972
6_98_2013-02-15,11912.448634991206
6_98_2013-02-22,10345.914043642244
6_98_2013-03-01,10306.906547890614
6_98_2013-03-08,10608.991242119726
6_98_2013-03-15,11384.191325540187
6_98_2013-03-22,10200.957085046703
6_98_2013-03-29,10112.448269915112
6_98_2013-04-05,11200.970217997798
6_98_2013-04-12,11150.428185828803
6_98_2013-04-19,10330.932451902416
6_98_2013-04-26,9514.518182803595
6_98_2013-05-03,9785.1313938053
6_98_2013-05-10,10164.098939921674
6_98_2013-05-17,10742.746195496666
6_98_2013-05-24,10339.273367964166
6_98_2013-05-31,9855.043865829779
6_98_2013-06-07,10200.059831965096
6_98_2013-06-14,9877.810190973842
6_98_2013-06-21,9706.404848285285
6_98_2013-06-28,9735.599698241813
6_98_2013-07-05,11522.20692226767
6_98_2013-07-12,9807.988631174348
6_98_2013-07-19,9349.834022601472
6_98_2013-07-26,9004.185179782324
6_99_2012-11-02,122.37833293329777
6_99_2012-11-09,53.04413824565859
6_99_2012-11-23,2350.9491580436365
6_99_2012-11-30,1095.3298641266915
6_99_2012-12-07,863.8736387630115
6_99_2012-12-14,1652.2726813712898
6_99_2012-12-21,3109.4730914052143
6_99_2012-12-28,899.7844829566161
6_99_2013-01-04,353.8765738448353
6_99_2013-01-18,217.41225624196
6_99_2013-02-01,427.74216165027474
6_99_2013-02-08,1256.5346774079367
6_99_2013-02-15,1062.211639627088
6_99_2013-02-22,48.94269760831207
6_99_2013-03-29,38.18023229875462
6_99_2013-04-05,373.6957961498904
6_99_2013-04-12,61.354948548602806
6_99_2013-04-19,25.070891479878128
6_99_2013-04-26,31.881237060308194
6_99_2013-05-03,7.664417524292503
6_99_2013-05-10,87.7589075094229
6_99_2013-05-17,28.924224901321395
6_99_2013-05-24,37.9876355758272
6_99_2013-05-31,42.26068455766767
6_99_2013-06-07,306.0589155300627
6_99_2013-06-14,272.0344777802154
6_99_2013-07-05,330.81826201825356
6_99_2013-07-19,7.572615464747287
6_99_2013-07-26,9.672259297267146
7_1_2012-11-02,11603.032064947836
7_1_2012-11-09,8246.311838710586
7_1_2012-11-16,8402.62445123985
7_1_2012-11-23,9186.39675174583
7_1_2012-11-30,10153.354457060044
7_1_2012-12-07,12125.753659773954
7_1_2012-12-14,15463.516965196704
7_1_2012-12-21,20562.056405695577
7_1_2012-12-28,15967.253996507923
7_1_2013-01-04,10322.19290928434
7_1_2013-01-11,9787.54202531579
7_1_2013-01-18,10209.999974669403
7_1_2013-01-25,9544.196587514974
7_1_2013-02-01,10030.030636119996
7_1_2013-02-08,11623.664829765388
7_1_2013-02-15,12877.695903589236
7_1_2013-02-22,10901.011886518885
7_1_2013-03-01,9738.038355531124
7_1_2013-03-08,10390.582255085932
7_1_2013-03-15,11333.959171199205
7_1_2013-03-22,11414.613662090305
7_1_2013-03-29,11050.252017352197
7_1_2013-04-05,15372.235106951433
7_1_2013-04-12,11330.465835153722
7_1_2013-04-19,8583.86387107504
7_1_2013-04-26,7585.656715211602
7_1_2013-05-03,6164.081698910764
7_1_2013-05-10,6474.871140926321
7_1_2013-05-17,6424.020069133725
7_1_2013-05-24,6608.173705259766
7_1_2013-05-31,7904.210490517082
7_1_2013-06-07,7124.447392458826
7_1_2013-06-14,7617.288065497862
7_1_2013-06-21,8192.21563825406
7_1_2013-06-28,8427.144281320665
7_1_2013-07-05,10695.462419602633
7_1_2013-07-12,9245.977303969754
7_1_2013-07-19,9066.798828926223
7_1_2013-07-26,8681.846129048245
7_2_2012-11-02,20675.567449205777
7_2_2012-11-09,20500.415767647595
7_2_2012-11-16,20794.47307957677
7_2_2012-11-23,23184.320379534132
7_2_2012-11-30,22112.92161411167
7_2_2012-12-07,22406.813697069516
7_2_2012-12-14,25414.5441788273
7_2_2012-12-21,37223.290760685544
7_2_2012-12-28,32605.828529482955
7_2_2013-01-04,28480.173597730492
7_2_2013-01-11,24883.80680163428
7_2_2013-01-18,24939.423965837494
7_2_2013-01-25,23443.407979283413
7_2_2013-02-01,23710.486407269815
7_2_2013-02-08,23930.437843529515
7_2_2013-02-15,25305.653374286012
7_2_2013-02-22,24107.809365343954
7_2_2013-03-01,23560.20299714538
7_2_2013-03-08,24725.74923162781
7_2_2013-03-15,26450.654750878475
7_2_2013-03-22,26845.741074281683
7_2_2013-03-29,25263.44127624379
7_2_2013-04-05,25449.465849893102
7_2_2013-04-12,20726.319926574528
7_2_2013-04-19,19332.694070677713
7_2_2013-04-26,19146.55901814993
7_2_2013-05-03,18149.028998488022
7_2_2013-05-10,17541.875860587414
7_2_2013-05-17,17446.04174207491
7_2_2013-05-24,18387.244248009953
7_2_2013-05-31,19132.822992554484
7_2_2013-06-07,22169.22428519394
7_2_2013-06-14,22647.55364507616
7_2_2013-06-21,24300.475553487417
7_2_2013-06-28,26335.798828145696
7_2_2013-07-05,30692.956023129518
7_2_2013-07-12,29389.4499258578
7_2_2013-07-19,28367.942637501856
7_2_2013-07-26,27631.40469442417
7_3_2012-11-02,7595.279260287958
7_3_2012-11-09,6765.139722653924
7_3_2012-11-16,6696.4621289110955
7_3_2012-11-23,8381.307171101384
7_3_2012-11-30,7623.596633177625
7_3_2012-12-07,9475.36511285998
7_3_2012-12-14,10729.066948682996
7_3_2012-12-21,13054.894248423654
7_3_2012-12-28,10330.971481909388
7_3_2013-01-04,11046.92436498151
7_3_2013-01-11,10097.311166853233
7_3_2013-01-18,10229.497331894847
7_3_2013-01-25,8568.814166327094
7_3_2013-02-01,8039.399749568147
7_3_2013-02-08,8262.074401389573
7_3_2013-02-15,8651.183390777545
7_3_2013-02-22,8342.467411765005
7_3_2013-03-01,7661.875698748108
7_3_2013-03-08,8236.02742794105
7_3_2013-03-15,8960.060762125284
7_3_2013-03-22,8488.523793114833
7_3_2013-03-29,7362.830653452947
7_3_2013-04-05,7632.134609415962
7_3_2013-04-12,5989.461049128224
7_3_2013-04-19,6117.3390091730125
7_3_2013-04-26,6119.983529021427
7_3_2013-05-03,5884.086616132984
7_3_2013-05-10,5754.510887259945
7_3_2013-05-17,5769.8901114250375
7_3_2013-05-24,6362.175531907405
7_3_2013-05-31,6265.086378953198
7_3_2013-06-07,7046.286352384966
7_3_2013-06-14,7810.051748252623
7_3_2013-06-21,7579.4498362545055
7_3_2013-06-28,8406.581766358642
7_3_2013-07-05,11034.998432128354
7_3_2013-07-12,10305.524964757504
7_3_2013-07-19,10829.404446770955
7_3_2013-07-26,11318.82903081854
7_4_2012-11-02,14137.946696515335
7_4_2012-11-09,13963.358999959293
7_4_2012-11-16,14203.048144520564
7_4_2012-11-23,15663.36716793296
7_4_2012-11-30,15170.288446520184
7_4_2012-12-07,15181.698555015158
7_4_2012-12-14,15806.079731380782
7_4_2012-12-21,19173.67082024217
7_4_2012-12-28,18528.928398446908
7_4_2013-01-04,19626.639126274622
7_4_2013-01-11,16382.141785909029
7_4_2013-01-18,15948.8787769277
7_4_2013-01-25,15389.546759801808
7_4_2013-02-01,16341.319468639103
7_4_2013-02-08,15396.542633749417
7_4_2013-02-15,16357.825691787497
7_4_2013-02-22,15549.486187028364
7_4_2013-03-01,15816.24138008578
7_4_2013-03-08,15805.162228316774
7_4_2013-03-15,17031.655545961356
7_4_2013-03-22,16101.1386883964
7_4_2013-03-29,15568.4965705004
7_4_2013-04-05,14605.558169608174
7_4_2013-04-12,12026.535685028022
7_4_2013-04-19,12125.451876776071
7_4_2013-04-26,11528.337428424295
7_4_2013-05-03,12137.430407053751
7_4_2013-05-10,11614.567565783884
7_4_2013-05-17,11781.293594427016
7_4_2013-05-24,13646.282158988015
7_4_2013-05-31,13071.416879180906
7_4_2013-06-07,15302.938419659458
7_4_2013-06-14,15680.356528379984
