listing_id,high,medium,low
7210188,0.05,0.77,0.18
7143051,0.01,0.94,0.05
7200443,0.0,0.94,0.06
7168397,0.01,0.9,0.09
7117207,0.18,0.69,0.13
7175406,0.0,0.91,0.09
7176997,0.04,0.88,0.08
7166938,0.01,0.86,0.13
7098961,0.01,0.93,0.06
7217529,0.01,0.57,0.42
7170716,0.15,0.21,0.64
7140492,0.02,0.28,0.7
7230731,0.0,0.82,0.18
7095688,0.0,0.95,0.05
7145342,0.4,0.05,0.55
7130186,0.04,0.73,0.23
7135298,0.0,0.74,0.26
7137846,0.0,0.97,0.03
7186822,0.35,0.47,0.18
7142670,0.01,0.96,0.03
7177829,0.01,0.63,0.36
7145556,0.03,0.87,0.1
7172045,0.0,0.64,0.36
7105733,0.03,0.8,0.17
7190852,0.01,0.96,0.03
7232257,0.08,0.78,0.14
7231481,0.02,0.93,0.05
7107038,0.0,0.92,0.08
7201379,0.0,0.65,0.35
7171517,0.0,0.87,0.13
7186874,0.13,0.27,0.6
7558625,0.0,0.95,0.05
7229176,0.02,0.96,0.02
7216450,0.0,0.98,0.02
7099943,0.08,0.67,0.25
7226808,0.0,0.67,0.33
7194298,0.01,0.87,0.12
7126132,0.0,0.96,0.04
7212795,0.01,0.94,0.05
7109888,0.01,0.98,0.01
7159140,0.0,0.91,0.09
7192938,0.0,0.73,0.27
7136328,0.25,0.65,0.1
7106101,0.0,0.99,0.01
7168920,0.0,0.9,0.1
7090093,0.01,0.9,0.09
7217218,0.0,0.83,0.17
7187970,0.14,0.85,0.01
7104312,0.0,0.83,0.17
7205598,0.0,0.98,0.02
7113326,0.01,0.94,0.05
7170743,0.03,0.12,0.85
7131798,0.12,0.75,0.13
7118015,0.16,0.62,0.22
7138065,0.12,0.22,0.66
7186225,0.03,0.57,0.4
7162545,0.0,0.98,0.02
7093106,0.06,0.58,0.36
7203892,0.03,0.82,0.15
7200935,0.01,0.7,0.29
7201212,0.01,0.83,0.16
7214103,0.04,0.72,0.24
7208019,0.01,0.83,0.16
7201566,0.2,0.4,0.4
7098700,0.04,0.81,0.15
7125060,0.32,0.23,0.45
7217284,0.12,0.28,0.6
7167492,0.1,0.8,0.1
7129092,0.0,0.94,0.06
7121346,0.01,0.2,0.79
7181171,0.0,0.94,0.06
7130663,0.01,0.94,0.05
7210094,0.44,0.21,0.35
7118347,0.06,0.94,0.0
7167927,0.54,0.17,0.29
7139249,0.23,0.13,0.64
7227683,0.07,0.33,0.6
7198981,0.0,0.97,0.03
7234001,0.07,0.28,0.65
7118498,0.01,0.93,0.06
7228314,0.47,0.36,0.17
7206407,0.56,0.13,0.31
7146861,0.03,0.7,0.27
7230583,0.14,0.71,0.15
7227012,0.04,0.64,0.32
7095851,0.24,0.62,0.14
7108082,0.66,0.2,0.14
7127560,0.07,0.6,0.33
7206742,0.85,0.0,0.15
7170782,0.09,0.36,0.55
7209221,0.07,0.59,0.34
7131691,0.01,0.74,0.25
7088818,0.0,0.9,0.1
7116914,0.03,0.69,0.28
7174473,0.29,0.35,0.36
7102338,0.07,0.57,0.36
7234287,0.02,0.87,0.11
7156308,0.11,0.39,0.5
7174365,0.01,0.93,0.06
7210341,0.07,0.08,0.85
7123851,0.0,0.92,0.08
7213556,0.03,0.84,0.13
7120896,0.02,0.68,0.3
7195955,0.04,0.89,0.07
7091888,0.06,0.72,0.22
7200792,0.2,0.13,0.67
7152742,0.0,1.0,0.0
7193488,0.0,0.97,0.03
7097881,0.0,1.0,0.0
7171396,0.06,0.74,0.2
7145319,0.0,1.0,0.0
7214398,0.0,0.95,0.05
7228997,0.01,0.9,0.09
7114496,0.02,0.97,0.01
7159117,0.0,0.99,0.01
7173122,0.0,0.69,0.31
7189794,0.03,0.78,0.19
7101630,0.0,0.91,0.09
7099435,0.08,0.66,0.26
7192809,0.4,0.52,0.08
7213382,0.0,0.91,0.09
7103872,0.0,0.88,0.12
7173954,0.29,0.43,0.28
7215194,0.06,0.41,0.53
7094317,0.12,0.22,0.66
7109993,0.04,0.87,0.09
7099018,0.0,1.0,0.0
7205613,0.04,0.88,0.08
7189918,0.11,0.61,0.28
7090636,0.03,0.92,0.05
7105047,0.21,0.47,0.32
7109458,0.01,0.88,0.11
7206915,0.04,0.91,0.05
7088237,0.0,0.71,0.29
7170493,0.03,0.78,0.19
7231461,0.07,0.52,0.41
7121406,0.0,0.67,0.33
7177057,0.0,0.95,0.05
7171844,0.01,0.91,0.08
7131445,0.14,0.3,0.56
7145631,0.02,0.89,0.09
7172299,0.02,0.33,0.65
7196027,0.0,0.98,0.02
7089315,0.19,0.72,0.09
7160581,0.04,0.85,0.11
7134218,0.01,0.53,0.46
7186604,0.01,0.92,0.07
7103169,0.08,0.71,0.21
7171749,0.04,0.63,0.33
7218674,0.0,1.0,0.0
7141449,0.0,0.91,0.09
7175629,0.01,0.98,0.01
7214735,0.01,0.77,0.22
7199910,0.01,0.9,0.09
7211517,0.03,0.89,0.08
7200058,0.23,0.04,0.73
7146128,0.02,0.92,0.06
7093067,0.43,0.47,0.1
7139817,0.03,0.93,0.04
7209976,0.06,0.66,0.28
7194729,0.0,0.84,0.16
7227320,0.03,0.15,0.82
7152989,0.0,0.99,0.01
7169344,0.15,0.62,0.23
7186126,0.0,0.95,0.05
7089098,0.05,0.45,0.5
7104614,0.01,0.78,0.21
7153926,0.06,0.59,0.35
7196320,0.28,0.49,0.23
7210665,0.0,0.86,0.14
7207923,0.0,0.96,0.04
7161467,0.02,0.89,0.09
7136838,0.0,0.99,0.01
7186664,0.0,0.86,0.14
7153821,0.0,0.97,0.03
7143524,0.0,0.96,0.04
7177108,0.74,0.08,0.18
7151111,0.07,0.82,0.11
7195902,0.02,0.88,0.1
7153556,0.0,0.89,0.11
7173618,0.06,0.93,0.01
7221485,0.16,0.65,0.19
7109629,0.07,0.74,0.19
7175927,0.05,0.83,0.12
7187621,0.02,0.89,0.09
7194556,0.07,0.68,0.25
7088744,0.09,0.3,0.61
7225556,0.19,0.55,0.26
7212387,0.02,0.28,0.7
7197879,0.03,0.87,0.1
7208773,0.16,0.58,0.26
7158689,0.0,0.72,0.28
7136943,0.06,0.61,0.33
7202652,0.02,0.88,0.1
7173518,0.46,0.34,0.2
7207935,0.01,0.83,0.16
7126184,0.67,0.26,0.07
7210121,0.22,0.11,0.67
7216828,0.1,0.52,0.38
7150254,0.01,0.96,0.03
7165953,0.03,0.84,0.13
7134271,0.0,0.98,0.02
7147990,0.01,0.28,0.71
7202221,0.21,0.46,0.33
7152146,0.0,0.92,0.08
7132637,0.57,0.15,0.28
7101689,0.05,0.65,0.3
7197443,0.0,0.96,0.04
7201256,0.06,0.51,0.43
7118405,0.06,0.92,0.02
7142913,0.02,0.69,0.29
7153729,0.01,0.96,0.03
7159541,0.03,0.85,0.12
7089090,0.12,0.6,0.28
7089101,0.1,0.67,0.23
7089831,0.01,0.99,0.0
7120304,0.01,0.4,0.59
7094570,0.16,0.33,0.51
7163115,0.0,0.89,0.11
7232419,0.03,0.88,0.09
7161269,0.03,0.87,0.1
7187377,0.0,0.96,0.04
7100176,0.43,0.34,0.23
7230333,0.01,0.67,0.32
7094588,0.0,0.77,0.23
7194563,0.06,0.77,0.17
7203409,0.0,0.95,0.05
7147505,0.38,0.24,0.38
7171676,0.08,0.74,0.18
7180755,0.02,0.86,0.12
7137029,0.0,0.91,0.09
7122415,0.01,0.95,0.04
7137812,0.11,0.75,0.14
7160343,0.07,0.12,0.81
7222357,0.03,0.76,0.21
7199680,0.12,0.66,0.22
7149093,0.0,0.96,0.04
7233384,0.0,0.71,0.29
7103497,0.03,0.81,0.16
7225547,0.06,0.48,0.46
7199074,0.0,0.34,0.66
7089799,0.06,0.79,0.15
7137779,0.06,0.09,0.85
7194903,0.01,0.72,0.27
7115385,0.0,0.88,0.12
7157064,0.02,0.86,0.12
7121107,0.23,0.25,0.52
7149008,0.01,0.89,0.1
7089414,0.06,0.56,0.38
7125191,0.0,0.44,0.56
7218434,0.04,0.73,0.23
7104382,0.04,0.51,0.45
7135616,0.05,0.75,0.2
7107543,0.09,0.87,0.04
7133785,0.0,0.88,0.12
7195948,0.06,0.82,0.12
7200488,0.02,0.91,0.07
7140880,0.0,0.98,0.02
7128705,0.05,0.26,0.69
7113941,0.04,0.86,0.1
7099812,0.26,0.09,0.65
7176209,0.11,0.61,0.28
7118205,0.11,0.7,0.19
7216732,0.03,0.51,0.46
7210568,0.0,1.0,0.0
7138534,0.01,0.77,0.22
7103182,0.0,0.95,0.05
7232882,0.03,0.74,0.23
7230243,0.13,0.74,0.13
7095901,0.0,0.58,0.42
7230561,0.01,0.98,0.01
7112726,0.02,0.86,0.12
7175447,0.0,0.92,0.08
7231252,0.01,0.89,0.1
7098054,0.0,0.9,0.1
7176806,0.04,0.89,0.07
7201327,0.31,0.24,0.45
7167911,0.04,0.64,0.32
7119756,0.07,0.92,0.01
7116277,0.07,0.74,0.19
7164962,0.0,1.0,0.0
7121178,0.04,0.75,0.21
7169842,0.01,0.47,0.52
7157247,0.0,0.92,0.08
7210049,0.0,0.94,0.06
7093038,0.22,0.7,0.08
7142792,0.0,0.25,0.75
7213692,0.05,0.91,0.04
7213939,0.0,0.89,0.11
7115624,0.01,0.87,0.12
7171210,0.01,0.94,0.05
7179061,0.07,0.72,0.21
7104770,0.0,0.9,0.1
7148842,0.03,0.72,0.25
7145647,0.02,0.85,0.13
7231786,0.03,0.83,0.14
7134837,0.16,0.04,0.8
7198117,0.0,0.93,0.07
7209871,0.0,0.95,0.05
7226431,0.03,0.7,0.27
7089154,0.0,1.0,0.0
7167811,0.01,0.31,0.68
7089187,0.01,0.42,0.57
7143014,0.94,0.01,0.05
7223807,0.0,0.86,0.14
7130433,0.29,0.25,0.46
7168797,0.06,0.36,0.58
7138852,0.0,0.97,0.03
7191800,0.02,0.85,0.13
7225654,0.19,0.31,0.5
7117070,0.43,0.45,0.12
7138832,0.0,0.99,0.01
7125515,0.03,0.85,0.12
7210550,0.03,0.72,0.25
7180591,0.04,0.63,0.33
7223853,0.06,0.83,0.11
7179397,0.0,0.97,0.03
7151984,0.02,0.9,0.08
7224929,0.0,1.0,0.0
7118701,0.01,0.96,0.03
7176596,0.0,0.95,0.05
7152194,0.02,0.93,0.05
7223085,0.13,0.33,0.54
7227861,0.3,0.39,0.31
7137538,0.02,0.93,0.05
7088111,0.36,0.36,0.28
7091222,0.24,0.5,0.26
7133079,0.37,0.13,0.5
7088965,0.0,0.66,0.34
7133505,0.03,0.85,0.12
7132639,0.21,0.22,0.57
7120084,0.07,0.5,0.43
7157762,0.0,0.94,0.06
7221117,0.03,0.76,0.21
7096907,0.32,0.22,0.46
7099567,0.03,0.54,0.43
7233184,0.02,0.91,0.07
7151268,0.31,0.26,0.43
7198211,0.08,0.65,0.27
7234452,0.01,0.69,0.3
7140855,0.01,0.86,0.13
7119462,0.01,0.53,0.46
7129527,0.62,0.1,0.28
7158765,0.09,0.77,0.14
7104727,0.02,0.62,0.36
7134513,0.05,0.8,0.15
7231575,0.0,0.98,0.02
7100116,0.1,0.37,0.53
7164602,0.01,0.91,0.08
7164295,0.01,0.93,0.06
7203417,0.01,0.88,0.11
7108963,0.07,0.8,0.13
7165591,0.22,0.64,0.14
7175306,0.0,0.99,0.01
7175609,0.02,0.92,0.06
7127334,0.0,0.98,0.02
7149362,0.01,0.85,0.14
7216860,0.09,0.23,0.68
7194873,0.0,0.55,0.45
7109960,0.0,0.95,0.05
7148612,0.0,1.0,0.0
7117973,0.0,0.95,0.05
7117571,0.04,0.67,0.29
7099766,0.05,0.73,0.22
7159310,0.04,0.74,0.22
7209153,0.49,0.28,0.23
7150680,0.07,0.58,0.35
7233139,0.05,0.73,0.22
7094356,0.38,0.29,0.33
7165679,0.67,0.2,0.13
7194250,0.0,0.79,0.21
7233377,0.0,1.0,0.0
7145741,0.01,0.76,0.23
7189027,0.02,0.71,0.27
7181774,0.02,0.94,0.04
7187228,0.01,0.98,0.01
7205575,0.02,0.89,0.09
7170226,0.22,0.61,0.17
7213725,0.0,0.93,0.07
7145462,0.82,0.1,0.08
7162731,0.0,0.97,0.03
7181788,0.08,0.67,0.25
7169873,0.0,0.96,0.04
7226025,0.01,0.93,0.06
7095221,0.0,0.93,0.07
7192211,0.0,0.94,0.06
7216469,0.28,0.18,0.54
7168600,0.02,0.77,0.21
7209586,0.06,0.78,0.16
7091660,0.01,0.36,0.63
7140093,0.0,0.97,0.03
7166269,0.02,0.78,0.2
7095496,0.09,0.21,0.7
7198209,0.07,0.68,0.25
7097168,0.0,0.91,0.09
7121508,0.02,0.79,0.19
7106569,0.0,0.91,0.09
7207715,0.17,0.52,0.31
7187355,0.0,0.95,0.05
7116849,0.03,0.39,0.58
7191674,0.55,0.31,0.14
7111027,0.26,0.38,0.36
7127506,0.05,0.54,0.41
7214297,0.02,0.86,0.12
7177689,0.01,0.85,0.14
7101746,0.12,0.54,0.34
7129701,0.01,0.95,0.04
7098325,0.0,0.84,0.16
7144607,0.0,0.96,0.04
7088150,0.01,0.9,0.09
7132574,0.0,0.91,0.09
7166549,0.0,0.94,0.06
7176133,0.18,0.7,0.12
7164237,0.0,0.79,0.21
7122077,0.05,0.86,0.09
7160656,0.02,0.98,0.0
7088223,0.11,0.73,0.16
7120925,0.07,0.58,0.35
7163058,0.0,0.94,0.06
7223652,0.0,0.96,0.04
7107939,0.04,0.1,0.86
7156730,0.0,0.52,0.48
7130297,0.1,0.48,0.42
7158279,0.05,0.88,0.07
7177755,0.03,0.7,0.27
7218454,0.0,0.89,0.11
7170974,0.09,0.74,0.17
7158849,0.02,0.87,0.11
7193750,0.01,0.94,0.05
7098806,0.37,0.31,0.32
7137098,0.04,0.94,0.02
7198201,0.1,0.66,0.24
7212851,0.0,0.93,0.07
7141384,0.08,0.38,0.54
7195161,0.23,0.29,0.48
7135822,0.0,0.96,0.04
7180154,0.04,0.82,0.14
7195218,0.08,0.75,0.17
7097982,0.0,0.96,0.04
7211468,0.0,0.99,0.01
7129508,0.0,0.98,0.02
7098816,0.03,0.81,0.16
7194353,0.17,0.56,0.27
7145397,0.03,0.85,0.12
7221079,0.09,0.12,0.79
7113444,0.01,0.9,0.09
7118718,0.33,0.31,0.36
7167534,0.03,0.42,0.55
7133222,0.32,0.63,0.05
7229916,0.03,0.76,0.21
7111800,0.0,0.98,0.02
7150093,0.0,0.48,0.52
7137161,0.66,0.11,0.23
7203940,0.0,0.5,0.5
7166800,0.67,0.21,0.12
7200784,0.12,0.83,0.05
7207699,0.03,0.93,0.04
7210846,0.31,0.57,0.12
7136699,0.0,0.93,0.07
7201793,0.07,0.32,0.61
7216132,0.03,0.8,0.17
7132885,0.21,0.49,0.3
7121140,0.0,0.82,0.18
7145449,0.0,0.94,0.06
7159485,0.05,0.83,0.12
7203895,0.25,0.06,0.69
7127298,0.07,0.6,0.33
7162968,0.07,0.41,0.52
7153860,0.0,0.92,0.08
7106666,0.05,0.76,0.19
7094674,0.02,0.58,0.4
7102797,0.02,0.94,0.04
7191163,0.0,0.99,0.01
7221364,0.13,0.34,0.53
7162646,0.0,0.91,0.09
7105720,0.15,0.27,0.58
7155363,0.09,0.76,0.15
7116629,0.03,0.87,0.1
7106379,0.0,0.84,0.16
7141778,0.03,0.75,0.22
7150947,0.0,0.63,0.37
7112469,0.02,0.79,0.19
7200593,0.1,0.82,0.08
7143149,0.07,0.57,0.36
7218093,0.01,0.79,0.2
7214929,0.01,0.82,0.17
7208886,0.01,0.74,0.25
7148318,0.0,0.99,0.01
7159583,0.04,0.71,0.25
7178822,0.09,0.74,0.17
7170791,0.06,0.09,0.85
7209622,0.06,0.54,0.4
7155781,0.06,0.53,0.41
7139596,0.04,0.83,0.13
7160003,0.01,0.58,0.41
7209723,0.08,0.67,0.25
7101865,0.01,0.92,0.07
7132137,0.03,0.8,0.17
7191363,0.0,0.97,0.03
7224935,0.0,0.85,0.15
7188853,0.01,0.91,0.08
7122595,0.04,0.89,0.07
7216668,0.07,0.76,0.17
7161587,0.03,0.35,0.62
7485701,0.0,0.94,0.06
7222790,0.0,0.92,0.08
7134239,0.0,0.98,0.02
7234280,0.01,0.94,0.05
7157130,0.02,0.74,0.24
7105244,0.45,0.55,0.0
7164347,0.14,0.52,0.34
7152603,0.02,0.89,0.09
7204051,0.03,0.91,0.06
7202220,0.07,0.6,0.33
7140935,0.01,0.6,0.39
7140973,0.2,0.64,0.16
7185897,0.08,0.55,0.37
7157872,0.0,0.94,0.06
7180055,0.0,0.97,0.03
7096148,0.0,1.0,0.0
7089761,0.05,0.7,0.25
7146423,0.08,0.63,0.29
7109744,0.07,0.43,0.5
7220702,0.0,0.94,0.06
7211023,0.0,0.92,0.08
7158867,0.09,0.67,0.24
7222938,0.05,0.78,0.17
7184367,0.03,0.54,0.43
7093167,0.01,0.82,0.17
7228648,0.02,0.9,0.08
7195471,0.1,0.69,0.21
7154834,0.03,0.23,0.74
7089080,0.08,0.63,0.29
7158421,0.0,1.0,0.0
7104131,0.1,0.86,0.04
7221297,0.03,0.81,0.16
7122984,0.01,0.92,0.07
7121102,0.01,0.99,0.0
7169862,0.0,0.98,0.02
7159657,0.0,0.93,0.07
7091463,0.01,0.68,0.31
7117885,0.0,1.0,0.0
7094654,0.11,0.36,0.53
7190514,0.06,0.53,0.41
7129704,0.0,0.89,0.11
7190829,0.02,0.29,0.69
7216874,0.0,1.0,0.0
7161669,0.11,0.49,0.4
7132433,0.14,0.71,0.15
7124143,0.0,0.93,0.07
7198237,0.0,0.96,0.04
7172344,0.04,0.14,0.82
7169128,0.04,0.24,0.72
7191235,0.05,0.86,0.09
7149379,0.0,0.88,0.12
7228904,0.01,0.57,0.42
7185256,0.0,0.93,0.07
7181030,0.03,0.8,0.17
7186823,0.0,0.99,0.01
7193210,0.0,0.98,0.02
7151200,0.58,0.16,0.26
7091439,0.01,0.91,0.08
7169897,0.1,0.15,0.75
7146865,0.0,0.9,0.1
7128728,0.05,0.64,0.31
7120938,0.0,0.98,0.02
7175514,0.11,0.55,0.34
7203781,0.01,0.73,0.26
7188945,0.23,0.48,0.29
7101035,0.65,0.2,0.15
7116440,0.64,0.04,0.32
7166499,0.0,0.75,0.25
7196625,0.67,0.11,0.22
7212612,0.02,0.81,0.17
7143558,0.01,0.93,0.06
7138224,0.0,0.99,0.01
7233047,0.11,0.32,0.57
7211113,0.17,0.22,0.61
7094651,0.0,0.53,0.47
7133475,0.07,0.58,0.35
7201936,0.54,0.18,0.28
7168932,0.07,0.3,0.63
7098159,0.02,0.82,0.16
7193256,0.0,1.0,0.0
7207805,0.0,0.91,0.09
7147202,0.18,0.64,0.18
7218203,0.01,0.67,0.32
7160258,0.0,0.86,0.14
7205916,0.05,0.67,0.28
7158958,0.01,0.8,0.19
7217388,0.0,0.92,0.08
7191934,0.02,0.61,0.37
7137134,0.02,0.97,0.01
7115382,0.2,0.18,0.62
7149228,0.09,0.12,0.79
7233779,0.1,0.63,0.27
7144785,0.02,0.98,0.0
7212920,0.06,0.68,0.26
7148889,0.01,0.71,0.28
7193514,0.37,0.42,0.21
7208344,0.0,0.98,0.02
7129811,0.0,0.93,0.07
7102892,0.0,0.91,0.09
7196309,0.2,0.39,0.41
7181381,0.03,0.91,0.06
7138475,0.0,0.75,0.25
7175151,0.01,0.73,0.26
7202115,0.08,0.64,0.28
7095900,0.0,1.0,0.0
7141180,0.0,0.99,0.01
7139161,0.23,0.15,0.62
7233209,0.01,0.77,0.22
7221867,0.39,0.36,0.25
7113796,0.01,0.81,0.18
7230662,0.0,1.0,0.0
7142378,0.07,0.86,0.07
7112534,0.0,0.94,0.06
7174248,0.1,0.49,0.41
7199157,0.05,0.27,0.68
7180500,0.0,0.84,0.16
7126806,0.52,0.2,0.28
7099857,0.22,0.38,0.4
7136957,0.0,0.3,0.7
7126583,0.0,0.9,0.1
7168859,0.05,0.72,0.23
7183742,0.05,0.82,0.13
7219451,0.03,0.92,0.05
7149495,0.05,0.94,0.01
7143983,0.08,0.24,0.68
7158451,0.17,0.31,0.52
7121841,0.06,0.68,0.26
7117401,0.0,0.86,0.14
7170223,0.01,0.72,0.27
7146216,0.0,0.56,0.44
7091128,0.16,0.16,0.68
7210959,0.0,0.91,0.09
7169145,0.01,0.89,0.1
7208394,0.0,0.94,0.06
7163529,0.0,0.67,0.33
7098050,0.39,0.04,0.57
7206231,0.01,0.85,0.14
7182404,0.0,0.82,0.18
7124707,0.06,0.75,0.19
7220508,0.03,0.71,0.26
7121813,0.04,0.72,0.24
7199972,0.0,0.95,0.05
7158248,0.01,0.98,0.01
7195593,0.06,0.73,0.21
7155283,0.0,0.98,0.02
7152452,0.0,0.98,0.02
7116651,0.01,0.98,0.01
7136591,0.03,0.94,0.03
7169744,0.0,0.99,0.01
7165016,0.12,0.45,0.43
7203307,0.01,0.97,0.02
7191197,0.0,0.92,0.08
7149811,0.02,0.95,0.03
7137560,0.05,0.76,0.19
7173177,0.3,0.25,0.45
7190032,0.01,0.9,0.09
7153768,0.03,0.26,0.71
7142676,0.01,0.34,0.65
7096776,0.01,0.23,0.76
7131158,0.01,0.1,0.89
7212670,0.07,0.52,0.41
7216677,0.06,0.83,0.11
7138554,0.0,1.0,0.0
7089770,0.03,0.69,0.28
7123684,0.0,0.95,0.05
7136826,0.01,0.96,0.03
7172107,0.05,0.75,0.2
7155526,0.01,0.91,0.08
7178338,0.02,0.91,0.07
7168069,0.04,0.45,0.51
7179893,0.0,1.0,0.0
7231561,0.0,0.93,0.07
7233877,0.01,0.65,0.34
7180615,0.01,0.73,0.26
7105593,0.07,0.13,0.8
7131720,0.03,0.9,0.07
7218766,0.04,0.82,0.14
7106913,0.05,0.67,0.28
7137266,0.0,0.91,0.09
7223036,0.01,0.78,0.21
7146869,0.01,0.78,0.21
7198257,0.1,0.4,0.5
7194077,0.0,0.74,0.26
7106276,0.04,0.85,0.11
7226205,0.02,0.73,0.25
7120927,0.09,0.42,0.49
7120120,0.09,0.39,0.52
7098301,0.05,0.53,0.42
7209440,0.0,0.98,0.02
7202612,0.05,0.89,0.06
7170684,0.02,0.51,0.47
7217492,0.42,0.35,0.23
7211481,0.01,0.92,0.07
7140677,0.49,0.14,0.37
7184970,0.0,0.94,0.06
7117448,0.53,0.37,0.1
7224773,0.0,0.68,0.32
7187753,0.13,0.81,0.06
7121196,0.0,0.95,0.05
7206029,0.03,0.29,0.68
7135403,0.0,0.98,0.02
7224454,0.01,0.69,0.3
7092820,0.0,0.97,0.03
7155931,0.28,0.27,0.45
7129158,0.01,0.78,0.21
7176204,0.15,0.53,0.32
7194310,0.02,0.82,0.16
7179871,0.09,0.7,0.21
7158880,0.01,0.97,0.02
7225607,0.01,0.89,0.1
7121994,0.55,0.16,0.29
7110231,0.05,0.51,0.44
7156461,0.02,0.85,0.13
7167432,0.01,0.54,0.45
7195581,0.0,0.99,0.01
7092445,0.03,0.81,0.16
7094353,0.18,0.19,0.63
7206792,0.0,1.0,0.0
7219333,0.03,0.63,0.34
7214264,0.0,0.93,0.07
7232682,0.03,0.73,0.24
7187240,0.05,0.23,0.72
7092120,0.03,0.93,0.04
7625028,0.02,0.89,0.09
7126399,0.01,0.9,0.09
7152788,0.03,0.77,0.2
7190094,0.04,0.83,0.13
7128896,0.3,0.47,0.23
7201726,0.15,0.34,0.51
7174460,0.02,0.86,0.12
7107677,0.0,0.98,0.02
7098053,0.0,0.94,0.06
7103895,0.32,0.51,0.17
7234209,0.01,0.74,0.25
7119775,0.05,0.82,0.13
7120931,0.01,0.87,0.12
7109759,0.2,0.56,0.24
7159742,0.07,0.69,0.24
7134361,0.0,0.95,0.05
7205654,0.0,0.88,0.12
7160391,0.0,0.97,0.03
7231939,0.01,0.76,0.23
7194279,0.21,0.26,0.53
7090782,0.0,1.0,0.0
7217480,0.05,0.72,0.23
7225766,0.3,0.16,0.54
7101606,0.01,0.93,0.06
7182957,0.01,0.88,0.11
7231375,0.01,0.81,0.18
7227917,0.01,0.84,0.15
7154757,0.01,0.87,0.12
7225569,0.39,0.24,0.37
7205082,0.01,0.62,0.37
7208454,0.0,0.95,0.05
7136580,0.09,0.31,0.6
7178079,0.0,0.26,0.74
7106673,0.01,0.89,0.1
7202322,0.05,0.77,0.18
7182483,0.05,0.9,0.05
7177115,0.0,0.86,0.14
7220248,0.05,0.59,0.36
7122930,0.31,0.44,0.25
7174072,0.62,0.23,0.15
7168392,0.0,0.77,0.23
7103087,0.01,0.6,0.39
7167730,0.0,0.95,0.05
7112519,0.01,0.91,0.08
7092232,0.02,0.88,0.1
7129137,0.02,0.95,0.03
7224766,0.0,0.94,0.06
7214437,0.25,0.16,0.59
7219769,0.02,0.89,0.09
7123208,0.02,0.94,0.04
7134466,0.02,0.88,0.1
7087937,0.05,0.6,0.35
7216657,0.0,0.93,0.07
7171551,0.03,0.58,0.39
7155649,0.04,0.52,0.44
7092653,0.09,0.59,0.32
7096291,0.3,0.53,0.17
7145628,0.16,0.2,0.64
7206219,0.6,0.19,0.21
7158170,0.02,0.73,0.25
7186769,0.0,0.94,0.06
7152821,0.0,0.96,0.04
7091435,0.02,0.7,0.28
7185493,0.09,0.56,0.35
7201115,0.02,0.85,0.13
7159440,0.04,0.37,0.59
7175042,0.0,0.98,0.02
7149522,0.0,1.0,0.0
7195737,0.03,0.88,0.09
7152354,0.01,0.94,0.05
7223629,0.1,0.27,0.63
7217125,0.15,0.4,0.45
7108868,0.16,0.73,0.11
7134699,0.0,0.95,0.05
7102115,0.02,0.4,0.58
7172159,0.14,0.48,0.38
7194644,0.05,0.6,0.35
7202032,0.13,0.03,0.84
7162130,0.0,0.86,0.14
7220834,0.0,0.95,0.05
7158714,0.06,0.94,0.0
7110743,0.0,0.96,0.04
7215697,0.03,0.77,0.2
7188695,0.0,1.0,0.0
7153939,0.0,0.94,0.06
7102423,0.01,0.95,0.04
7168898,0.01,0.78,0.21
7115204,0.34,0.43,0.23
7177048,0.01,0.88,0.11
7092327,0.01,0.64,0.35
7089026,0.0,0.76,0.24
7099564,0.16,0.33,0.51
7196313,0.24,0.39,0.37
7096991,0.21,0.68,0.11
7202047,0.17,0.43,0.4
7122929,0.05,0.54,0.41
7215954,0.06,0.72,0.22
7201763,0.1,0.67,0.23
7163089,0.02,0.57,0.41
7165759,0.13,0.69,0.18
7118143,0.32,0.26,0.42
7117663,0.54,0.11,0.35
7130152,0.59,0.17,0.24
7135756,0.54,0.2,0.26
7233748,0.02,0.81,0.17
7140312,0.0,1.0,0.0
7134697,0.0,0.98,0.02
7200025,0.05,0.73,0.22
7113393,0.07,0.78,0.15
7129824,0.0,0.97,0.03
7192238,0.02,0.93,0.05
7102011,0.32,0.62,0.06
7119145,0.05,0.93,0.02
7229437,0.0,0.81,0.19
7105699,0.73,0.04,0.23
7115805,0.48,0.31,0.21
7129013,0.02,0.82,0.16
7103695,0.0,0.96,0.04
7109342,0.07,0.85,0.08
7136732,0.14,0.06,0.8
7110168,0.05,0.7,0.25
7120335,0.04,0.93,0.03
7139478,0.01,0.8,0.19
7210082,0.18,0.42,0.4
7198219,0.0,0.88,0.12
7172962,0.18,0.58,0.24
7125025,0.0,0.94,0.06
7119470,0.06,0.72,0.22
7100218,0.05,0.78,0.17
7104433,0.0,0.98,0.02
7172606,0.0,0.92,0.08
7138968,0.0,1.0,0.0
7099432,0.24,0.39,0.37
7226020,0.0,0.97,0.03
7209773,0.01,0.99,0.0
7098262,0.62,0.27,0.11
7171125,0.04,0.34,0.62
7133147,0.37,0.2,0.43
7200503,0.0,0.97,0.03
7163014,0.05,0.7,0.25
7145100,0.1,0.23,0.67
7107843,0.0,0.65,0.35
7095125,0.02,0.38,0.6
7159031,0.01,0.93,0.06
7173554,0.0,0.84,0.16
7113829,0.06,0.94,0.0
7152685,0.16,0.21,0.63
